uuid,annotator_id,human_fluency_rating,human_utility_rating,op,query_id,t2v_precision,t2v_coverage,timestamp,precise_citations,is_covered
88,DO1DhOd0kwIHrgb,1,1,Snippet,107,,,2024-09-20 00:12:00.663638+00,,
89,DO1DhOd0kwIHrgb,3,3,Paraphrased,108,,,2024-09-20 00:12:06.549554+00,,
90,fSHVkyHSnBk9wvF,3,3,Abstractive,61,,,2024-09-20 00:12:19.235462+00,,
91,6BBinbmBretqjJt,2,2,Quoted,81,,,2024-09-20 00:12:23.295313+00,,
92,DO1DhOd0kwIHrgb,3,3,Gemini,109,,,2024-09-20 00:12:31.63605+00,,
93,fSHVkyHSnBk9wvF,3,3,Gemini,62,,,2024-09-20 00:12:35.246919+00,,
94,DO1DhOd0kwIHrgb,3,3,Entailed,110,,,2024-09-20 00:12:35.845948+00,,
95,DO1DhOd0kwIHrgb,3,3,Quoted,111,,,2024-09-20 00:12:45.614234+00,,
96,DO1DhOd0kwIHrgb,3,3,Abstractive,112,,,2024-09-20 00:12:50.744839+00,,
97,KHdznSlY7WjzguP,3,3,Quoted,72,,,2024-09-20 00:12:54.795181+00,,
98,DO1DhOd0kwIHrgb,3,3,Post Hoc,113,,,2024-09-20 00:12:55.619807+00,,
99,fSHVkyHSnBk9wvF,3,3,Paraphrased,63,,,2024-09-20 00:12:59.491547+00,,
100,DO1DhOd0kwIHrgb,1,1,Snippet,114,,,2024-09-20 00:13:04.133286+00,,
101,DO1DhOd0kwIHrgb,3,3,Paraphrased,115,,,2024-09-20 00:13:10.533263+00,,
102,6BBinbmBretqjJt,3,3,Gemini,80,,,2024-09-20 00:13:11.827274+00,,
103,fSHVkyHSnBk9wvF,3,3,Entailed,64,,,2024-09-20 00:13:14.336609+00,,
104,KHdznSlY7WjzguP,2,1,Snippet,75,,,2024-09-20 00:13:15.001505+00,,
105,6BBinbmBretqjJt,3,3,Post Hoc,82,,,2024-09-20 00:13:32.589533+00,,
106,DO1DhOd0kwIHrgb,3,3,Paraphrased,116,,,2024-09-20 00:13:34.204383+00,,
107,6BBinbmBretqjJt,3,3,Entailed,83,,,2024-09-20 00:13:38.130417+00,,
108,DO1DhOd0kwIHrgb,3,3,Gemini,117,,,2024-09-20 00:13:39.451166+00,,
109,DO1DhOd0kwIHrgb,3,3,Post Hoc,118,,,2024-09-20 00:13:43.86867+00,,
110,KHdznSlY7WjzguP,3,3,Entailed,73,,,2024-09-20 00:13:44.544102+00,,
111,DO1DhOd0kwIHrgb,3,3,Abstractive,119,,,2024-09-20 00:13:49.416687+00,,
112,KHdznSlY7WjzguP,3,3,Abstractive,74,,,2024-09-20 00:13:55.443413+00,,
113,6BBinbmBretqjJt,2,2,Quoted,84,,,2024-09-20 00:13:58.668706+00,,
114,DO1DhOd0kwIHrgb,3,3,Quoted,120,,,2024-09-20 00:14:00.402355+00,,
115,fSHVkyHSnBk9wvF,3,3,Post Hoc,65,,,2024-09-20 00:14:02.008589+00,,
116,DO1DhOd0kwIHrgb,3,3,Entailed,121,,,2024-09-20 00:14:05.431042+00,,
117,fSHVkyHSnBk9wvF,3,3,Quoted,67,,,2024-09-20 00:14:11.141563+00,,
118,DO1DhOd0kwIHrgb,1,1,Snippet,122,,,2024-09-20 00:14:13.08337+00,,
119,waTl4c1VXderpYz,3,3,Quoted,60,,,2024-09-20 00:14:15.088705+00,,
120,6BBinbmBretqjJt,3,3,Paraphrased,85,,,2024-09-20 00:14:15.910054+00,,
121,KHdznSlY7WjzguP,1,1,Snippet,76,,,2024-09-20 00:14:25.093936+00,,
122,waTl4c1VXderpYz,3,3,Post Hoc,61,,,2024-09-20 00:14:25.489294+00,,
123,6BBinbmBretqjJt,1,2,Snippet,86,,,2024-09-20 00:14:37.338991+00,,
124,DO1DhOd0kwIHrgb,3,3,Post Hoc,123,,,2024-09-20 00:14:37.750295+00,,
125,DO1DhOd0kwIHrgb,3,3,Paraphrased,124,,,2024-09-20 00:14:42.286733+00,,
126,DO1DhOd0kwIHrgb,2,1,Snippet,125,,,2024-09-20 00:14:49.208634+00,,
127,6BBinbmBretqjJt,3,3,Abstractive,87,,,2024-09-20 00:14:50.10866+00,,
128,DO1DhOd0kwIHrgb,3,3,Gemini,126,,,2024-09-20 00:14:54.179136+00,,
129,waTl4c1VXderpYz,3,2,Snippet,62,,,2024-09-20 00:14:57.716775+00,,
130,fSHVkyHSnBk9wvF,3,3,Abstractive,66,,,2024-09-20 00:14:58.055854+00,,
131,DO1DhOd0kwIHrgb,3,3,Quoted,127,,,2024-09-20 00:14:59.568885+00,,
132,KHdznSlY7WjzguP,3,3,Paraphrased,77,,,2024-09-20 00:15:01.575512+00,,
133,DO1DhOd0kwIHrgb,3,3,Entailed,128,,,2024-09-20 00:15:04.353005+00,,
134,fSHVkyHSnBk9wvF,3,3,Quoted,68,,,2024-09-20 00:15:10.049855+00,,
135,DO1DhOd0kwIHrgb,3,3,Abstractive,129,,,2024-09-20 00:15:10.167674+00,,
136,waTl4c1VXderpYz,3,3,Abstractive,63,,,2024-09-20 00:15:19.673527+00,,
137,KHdznSlY7WjzguP,3,3,Post Hoc,78,,,2024-09-20 00:15:27.645787+00,,
138,fSHVkyHSnBk9wvF,3,3,Post Hoc,69,,,2024-09-20 00:15:29.169913+00,,
139,waTl4c1VXderpYz,3,3,Paraphrased,64,,,2024-09-20 00:15:32.372337+00,,
140,DO1DhOd0kwIHrgb,1,1,Snippet,130,,,2024-09-20 00:15:34.85235+00,,
141,6BBinbmBretqjJt,3,3,Post Hoc,88,,,2024-09-20 00:15:37.454799+00,,
142,fSHVkyHSnBk9wvF,1,1,Snippet,70,,,2024-09-20 00:15:41.024602+00,,
143,DO1DhOd0kwIHrgb,3,3,Quoted,131,,,2024-09-20 00:15:41.419152+00,,
144,KHdznSlY7WjzguP,3,1,Quoted,79,,,2024-09-20 00:15:42.47775+00,,
145,waTl4c1VXderpYz,3,3,Gemini,65,,,2024-09-20 00:15:46.078467+00,,
146,DO1DhOd0kwIHrgb,3,3,Entailed,132,,,2024-09-20 00:15:46.396624+00,,
147,fSHVkyHSnBk9wvF,3,3,Paraphrased,71,,,2024-09-20 00:15:49.384193+00,,
148,DO1DhOd0kwIHrgb,3,3,Post Hoc,133,,,2024-09-20 00:15:51.929157+00,,
149,fSHVkyHSnBk9wvF,3,3,Gemini,72,,,2024-09-20 00:15:55.330819+00,,
150,waTl4c1VXderpYz,3,3,Entailed,66,,,2024-09-20 00:15:56.901017+00,,
151,DO1DhOd0kwIHrgb,3,3,Gemini,134,,,2024-09-20 00:15:57.681063+00,,
152,KHdznSlY7WjzguP,3,2,Gemini,81,,,2024-09-20 00:16:01.627637+00,,
153,fSHVkyHSnBk9wvF,3,3,Entailed,74,,,2024-09-20 00:16:01.960358+00,,
154,DO1DhOd0kwIHrgb,3,3,Paraphrased,135,,,2024-09-20 00:16:02.444659+00,,
155,6BBinbmBretqjJt,1,2,Quoted,89,,,2024-09-20 00:16:06.548954+00,,
156,DO1DhOd0kwIHrgb,3,3,Abstractive,136,,,2024-09-20 00:16:06.860417+00,,
157,6BBinbmBretqjJt,2,2,Paraphrased,90,,,2024-09-20 00:16:28.410504+00,,
158,KHdznSlY7WjzguP,3,3,Post Hoc,80,,,2024-09-20 00:16:32.91717+00,,
159,DO1DhOd0kwIHrgb,3,3,Abstractive,137,,,2024-09-20 00:16:33.544891+00,,
160,DO1DhOd0kwIHrgb,3,3,Quoted,138,,,2024-09-20 00:16:38.211878+00,,
161,6BBinbmBretqjJt,3,3,Gemini,91,,,2024-09-20 00:16:40.842596+00,,
162,DO1DhOd0kwIHrgb,3,3,Entailed,139,,,2024-09-20 00:16:44.252955+00,,
163,DO1DhOd0kwIHrgb,3,3,Gemini,140,,,2024-09-20 00:16:50.240258+00,,
164,DO1DhOd0kwIHrgb,1,1,Snippet,141,,,2024-09-20 00:17:01.078755+00,,
165,6BBinbmBretqjJt,3,3,Abstractive,92,,,2024-09-20 00:17:02.335274+00,,
166,waTl4c1VXderpYz,3,3,Gemini,67,,,2024-09-20 00:17:03.391189+00,,
167,KHdznSlY7WjzguP,3,3,Paraphrased,82,,,2024-09-20 00:17:04.916045+00,,
168,DO1DhOd0kwIHrgb,3,3,Paraphrased,142,,,2024-09-20 00:17:07.146437+00,,
169,DO1DhOd0kwIHrgb,3,3,Post Hoc,143,,,2024-09-20 00:17:12.822077+00,,
170,KHdznSlY7WjzguP,3,2,Quoted,83,,,2024-09-20 00:17:13.814193+00,,
171,6BBinbmBretqjJt,2,2,Snippet,93,,,2024-09-20 00:17:28.177345+00,,
172,waTl4c1VXderpYz,3,1,Snippet,68,,,2024-09-20 00:17:32.391498+00,,
173,DO1DhOd0kwIHrgb,3,3,Abstractive,144,,,2024-09-20 00:17:35.536734+00,,
174,DO1DhOd0kwIHrgb,3,3,Post Hoc,145,,,2024-09-20 00:17:39.569477+00,,
175,6BBinbmBretqjJt,3,2,Entailed,94,,,2024-09-20 00:17:41.562988+00,,
176,DO1DhOd0kwIHrgb,3,3,Quoted,146,,,2024-09-20 00:17:44.540384+00,,
177,DO1DhOd0kwIHrgb,1,1,Snippet,147,,,2024-09-20 00:17:51.917808+00,,
178,waTl4c1VXderpYz,3,3,Entailed,69,,,2024-09-20 00:17:55.161323+00,,
179,DO1DhOd0kwIHrgb,3,3,Gemini,148,,,2024-09-20 00:17:56.695386+00,,
180,KHdznSlY7WjzguP,3,3,Gemini,84,,,2024-09-20 00:17:59.667402+00,,
181,DO1DhOd0kwIHrgb,3,3,Paraphrased,149,,,2024-09-20 00:18:03.446434+00,,
182,waTl4c1VXderpYz,3,3,Post Hoc,70,,,2024-09-20 00:18:06.226085+00,,
183,DO1DhOd0kwIHrgb,3,3,Entailed,150,,,2024-09-20 00:18:07.715945+00,,
184,KHdznSlY7WjzguP,3,3,Abstractive,85,,,2024-09-20 00:18:15.545347+00,,
185,waTl4c1VXderpYz,3,3,Quoted,71,,,2024-09-20 00:18:22.514916+00,,
186,DO1DhOd0kwIHrgb,3,3,Post Hoc,151,,,2024-09-20 00:18:28.318741+00,,
187,6BBinbmBretqjJt,3,3,Post Hoc,95,,,2024-09-20 00:18:29.370965+00,,
188,DO1DhOd0kwIHrgb,3,3,Gemini,152,,,2024-09-20 00:18:32.525105+00,,
189,waTl4c1VXderpYz,3,3,Abstractive,72,,,2024-09-20 00:18:38.852646+00,,
190,DO1DhOd0kwIHrgb,1,1,Snippet,153,,,2024-09-20 00:18:40.424613+00,,
191,KHdznSlY7WjzguP,2,3,Entailed,86,,,2024-09-20 00:18:45.606641+00,,
192,DO1DhOd0kwIHrgb,3,3,Quoted,154,,,2024-09-20 00:18:45.615648+00,,
193,DO1DhOd0kwIHrgb,3,3,Abstractive,155,,,2024-09-20 00:18:52.795095+00,,
194,KHdznSlY7WjzguP,1,1,Snippet,87,,,2024-09-20 00:18:53.30417+00,,
195,6BBinbmBretqjJt,1,2,Snippet,96,,,2024-09-20 00:18:53.326883+00,,
196,waTl4c1VXderpYz,3,3,Paraphrased,73,,,2024-09-20 00:18:56.198159+00,,
197,DO1DhOd0kwIHrgb,3,3,Paraphrased,156,,,2024-09-20 00:18:59.493801+00,,
198,DO1DhOd0kwIHrgb,3,3,Entailed,157,,,2024-09-20 00:19:04.446807+00,,
199,6BBinbmBretqjJt,3,3,Paraphrased,97,,,2024-09-20 00:19:06.177793+00,,
200,fSHVkyHSnBk9wvF,3,3,Gemini,73,,,2024-09-20 00:19:22.792212+00,,
201,6BBinbmBretqjJt,3,3,Quoted,98,,,2024-09-20 00:19:22.900346+00,,
202,KHdznSlY7WjzguP,2,1,Snippet,88,,,2024-09-20 00:19:23.503868+00,,
203,fSHVkyHSnBk9wvF,3,3,Post Hoc,75,,,2024-09-20 00:19:28.310831+00,,
204,DO1DhOd0kwIHrgb,3,3,Quoted,158,,,2024-09-20 00:19:34.063251+00,,
205,6BBinbmBretqjJt,3,2,Entailed,99,,,2024-09-20 00:19:37.410653+00,,
206,DO1DhOd0kwIHrgb,3,3,Gemini,159,,,2024-09-20 00:19:39.295144+00,,
207,KHdznSlY7WjzguP,3,3,Post Hoc,89,,,2024-09-20 00:19:41.378748+00,,
208,DO1DhOd0kwIHrgb,3,3,Paraphrased,160,,,2024-09-20 00:19:44.127109+00,,
209,DO1DhOd0kwIHrgb,1,1,Snippet,161,,,2024-09-20 00:19:53.422869+00,,
210,6BBinbmBretqjJt,3,3,Gemini,100,,,2024-09-20 00:19:55.285273+00,,
211,DO1DhOd0kwIHrgb,3,3,Post Hoc,162,,,2024-09-20 00:19:59.160639+00,,
212,KHdznSlY7WjzguP,3,3,Gemini,90,,,2024-09-20 00:20:04.245652+00,,
213,DO1DhOd0kwIHrgb,3,3,Abstractive,163,,,2024-09-20 00:20:04.570465+00,,
214,6BBinbmBretqjJt,3,3,Abstractive,101,,,2024-09-20 00:20:07.821783+00,,
215,DO1DhOd0kwIHrgb,3,2,Entailed,164,,,2024-09-20 00:20:14.762619+00,,
216,KHdznSlY7WjzguP,3,3,Abstractive,91,,,2024-09-20 00:20:19.039478+00,,
217,JDbKqDU0kVcpzSa,2,3,Post Hoc,63,,,2024-09-20 00:20:26.086329+00,,
218,waTl4c1VXderpYz,3,3,Gemini,74,,,2024-09-20 00:20:35.737637+00,,
219,fSHVkyHSnBk9wvF,3,3,Entailed,76,,,2024-09-20 00:20:42.788892+00,,
220,fSHVkyHSnBk9wvF,3,3,Quoted,77,,,2024-09-20 00:20:48.379535+00,,
221,6BBinbmBretqjJt,2,2,Paraphrased,102,,,2024-09-20 00:20:49.341015+00,,
222,waTl4c1VXderpYz,3,3,Abstractive,75,,,2024-09-20 00:20:51.034316+00,,
223,KHdznSlY7WjzguP,3,2,Quoted,92,,,2024-09-20 00:20:53.485769+00,,
224,6BBinbmBretqjJt,2,3,Gemini,103,,,2024-09-20 00:21:03.01631+00,,
225,KHdznSlY7WjzguP,3,3,Entailed,93,,,2024-09-20 00:21:06.801263+00,,
226,DO1DhOd0kwIHrgb,3,3,Post Hoc,165,,,2024-09-20 00:21:10.93709+00,,
227,DO1DhOd0kwIHrgb,3,3,Entailed,166,,,2024-09-20 00:21:15.528345+00,,
228,DO1DhOd0kwIHrgb,3,3,Gemini,167,,,2024-09-20 00:21:19.123076+00,,
229,waTl4c1VXderpYz,3,3,Quoted,76,,,2024-09-20 00:21:22.64362+00,,
230,KHdznSlY7WjzguP,3,3,Paraphrased,94,,,2024-09-20 00:21:25.88202+00,,
231,DO1DhOd0kwIHrgb,2,2,Quoted,168,,,2024-09-20 00:21:27.021999+00,,
232,6BBinbmBretqjJt,3,3,Abstractive,104,,,2024-09-20 00:21:27.835839+00,,
233,fSHVkyHSnBk9wvF,2,3,Snippet,78,,,2024-09-20 00:21:34.230971+00,,
234,DO1DhOd0kwIHrgb,1,1,Snippet,169,,,2024-09-20 00:21:37.711538+00,,
235,waTl4c1VXderpYz,3,3,Entailed,77,,,2024-09-20 00:21:42.959791+00,,
236,DO1DhOd0kwIHrgb,3,3,Paraphrased,170,,,2024-09-20 00:21:44.23816+00,,
237,DO1DhOd0kwIHrgb,3,3,Abstractive,171,,,2024-09-20 00:21:48.687865+00,,
238,JDbKqDU0kVcpzSa,3,2,Snippet,64,,,2024-09-20 00:21:48.72587+00,,
239,KHdznSlY7WjzguP,1,1,Snippet,95,,,2024-09-20 00:21:51.196577+00,,
240,6BBinbmBretqjJt,2,2,Quoted,105,,,2024-09-20 00:21:53.396036+00,,
241,waTl4c1VXderpYz,3,3,Paraphrased,78,,,2024-09-20 00:21:53.707322+00,,
242,waTl4c1VXderpYz,3,3,Post Hoc,79,,,2024-09-20 00:22:06.219341+00,,
243,6BBinbmBretqjJt,3,3,Entailed,106,,,2024-09-20 00:22:07.959438+00,,
244,DO1DhOd0kwIHrgb,2,2,Snippet,172,,,2024-09-20 00:22:13.4175+00,,
245,KHdznSlY7WjzguP,3,3,Abstractive,96,,,2024-09-20 00:22:17.105914+00,,
246,fSHVkyHSnBk9wvF,3,1,Paraphrased,79,,,2024-09-20 00:22:21.893604+00,,
247,JDbKqDU0kVcpzSa,3,3,Quoted,65,,,2024-09-20 00:22:22.403791+00,,
248,DO1DhOd0kwIHrgb,3,3,Quoted,173,,,2024-09-20 00:22:23.433029+00,,
249,KHdznSlY7WjzguP,3,3,Entailed,97,,,2024-09-20 00:22:27.491586+00,,
250,DO1DhOd0kwIHrgb,3,3,Paraphrased,174,,,2024-09-20 00:22:28.910253+00,,
251,6BBinbmBretqjJt,3,3,Post Hoc,107,,,2024-09-20 00:22:29.465465+00,,
252,fSHVkyHSnBk9wvF,3,3,Abstractive,80,,,2024-09-20 00:22:33.445136+00,,
253,DO1DhOd0kwIHrgb,3,3,Post Hoc,175,,,2024-09-20 00:22:33.48918+00,,
254,waTl4c1VXderpYz,3,1,Snippet,80,,,2024-09-20 00:22:34.807407+00,,
255,DO1DhOd0kwIHrgb,3,3,Abstractive,176,,,2024-09-20 00:22:38.218204+00,,
256,DO1DhOd0kwIHrgb,3,3,Gemini,177,,,2024-09-20 00:22:43.215321+00,,
257,DO1DhOd0kwIHrgb,3,3,Entailed,178,,,2024-09-20 00:22:48.887605+00,,
258,6BBinbmBretqjJt,1,2,Snippet,108,,,2024-09-20 00:22:50.25366+00,,
259,KHdznSlY7WjzguP,3,3,Gemini,98,,,2024-09-20 00:22:52.597332+00,,
260,KHdznSlY7WjzguP,3,2,Paraphrased,99,,,2024-09-20 00:23:03.53041+00,,
261,DO1DhOd0kwIHrgb,3,3,Entailed,179,,,2024-09-20 00:23:11.586242+00,,
262,DO1DhOd0kwIHrgb,3,3,Post Hoc,180,,,2024-09-20 00:23:16.340255+00,,
263,JDbKqDU0kVcpzSa,3,3,Paraphrased,66,,,2024-09-20 00:23:16.807144+00,,
264,KHdznSlY7WjzguP,3,3,Post Hoc,100,,,2024-09-20 00:23:17.528011+00,,
265,DO1DhOd0kwIHrgb,3,3,Quoted,181,,,2024-09-20 00:23:21.945507+00,,
266,DO1DhOd0kwIHrgb,3,3,Gemini,182,,,2024-09-20 00:23:26.891484+00,,
267,JDbKqDU0kVcpzSa,2,3,Entailed,67,,,2024-09-20 00:23:30.76437+00,,
268,DO1DhOd0kwIHrgb,2,2,Paraphrased,183,,,2024-09-20 00:23:35.624126+00,,
269,waTl4c1VXderpYz,3,3,Entailed,81,,,2024-09-20 00:23:42.112893+00,,
270,DO1DhOd0kwIHrgb,2,1,Snippet,184,,,2024-09-20 00:23:42.698057+00,,
271,6BBinbmBretqjJt,2,2,Quoted,109,,,2024-09-20 00:23:46.243139+00,,
272,DO1DhOd0kwIHrgb,3,3,Abstractive,185,,,2024-09-20 00:23:47.216838+00,,
273,fSHVkyHSnBk9wvF,3,3,Abstractive,81,,,2024-09-20 00:23:52.196665+00,,
274,waTl4c1VXderpYz,3,3,Abstractive,82,,,2024-09-20 00:23:56.656144+00,,
275,JDbKqDU0kVcpzSa,3,3,Gemini,68,,,2024-09-20 00:23:56.662887+00,,
276,fSHVkyHSnBk9wvF,3,3,Entailed,82,,,2024-09-20 00:23:58.530143+00,,
277,KHdznSlY7WjzguP,3,1,Quoted,101,,,2024-09-20 00:24:01.818807+00,,
278,6BBinbmBretqjJt,3,3,Snippet,110,,,2024-09-20 00:24:03.63023+00,,
279,fSHVkyHSnBk9wvF,3,3,Post Hoc,83,,,2024-09-20 00:24:06.390774+00,,
280,waTl4c1VXderpYz,3,3,Gemini,83,,,2024-09-20 00:24:09.216019+00,,
281,DO1DhOd0kwIHrgb,3,3,Snippet,186,,,2024-09-20 00:24:09.94443+00,,
