uuid,annotator_id,human_fluency_rating,human_utility_rating,op,query_id,t2v_precision,t2v_coverage,timestamp,precise_citations,is_covered
68,6gbJojnMbJMuo9Z,3,3,Entailed,448,,,2024-09-19 00:07:33.299142+00,,
69,6BBinbmBretqjJt,3,2,Abstractive,456,,,2024-09-19 00:07:35.98296+00,,
70,gKMqFz1xmDEbCM8,3,3,Paraphrased,456,,,2024-09-19 00:07:36.446778+00,,
71,fSHVkyHSnBk9wvF,3,3,Quoted,452,,,2024-09-19 00:07:37.777869+00,,
72,6BBinbmBretqjJt,3,3,Post Hoc,457,,,2024-09-19 00:07:47.135058+00,,
73,fSHVkyHSnBk9wvF,3,3,Post Hoc,454,,,2024-09-19 00:07:54.208768+00,,
74,DO1DhOd0kwIHrgb,3,2,Paraphrased,467,,,2024-09-19 00:07:54.720009+00,,
75,gKMqFz1xmDEbCM8,3,1,Snippet,457,,,2024-09-19 00:07:56.55982+00,,
76,6BBinbmBretqjJt,3,1,Quoted,460,,,2024-09-19 00:08:00.376692+00,,
77,DO1DhOd0kwIHrgb,3,1,Quoted,468,,,2024-09-19 00:08:04.631717+00,,
78,6gbJojnMbJMuo9Z,2,2,Snippet,449,,,2024-09-19 00:08:04.695903+00,,
79,fSHVkyHSnBk9wvF,3,3,Abstractive,455,,,2024-09-19 00:08:04.707696+00,,
80,DO1DhOd0kwIHrgb,3,3,Gemini,469,,,2024-09-19 00:08:12.338531+00,,
81,JnWOZNB21QHPObQ,3,3,Snippet,454,,,2024-09-19 00:08:15.886547+00,,
82,DO1DhOd0kwIHrgb,3,3,Abstractive,470,,,2024-09-19 00:08:17.346421+00,,
83,fSHVkyHSnBk9wvF,3,3,Gemini,456,,,2024-09-19 00:08:17.793914+00,,
84,6gbJojnMbJMuo9Z,3,3,Abstractive,450,,,2024-09-19 00:08:17.927826+00,,
85,6BBinbmBretqjJt,2,2,Snippet,461,,,2024-09-19 00:08:18.567399+00,,
86,6gbJojnMbJMuo9Z,3,3,Post Hoc,452,,,2024-09-19 00:08:28.365782+00,,
87,6gbJojnMbJMuo9Z,3,3,Gemini,453,,,2024-09-19 00:08:41.075266+00,,
88,DO1DhOd0kwIHrgb,1,1,Snippet,471,,,2024-09-19 00:08:44.016656+00,,
89,fSHVkyHSnBk9wvF,3,1,Snippet,458,,,2024-09-19 00:08:47.346865+00,,
90,DO1DhOd0kwIHrgb,3,3,Entailed,472,,,2024-09-19 00:08:51.126868+00,,
91,6gbJojnMbJMuo9Z,3,3,Paraphrased,454,,,2024-09-19 00:08:52.681298+00,,
92,DO1DhOd0kwIHrgb,3,1,Quoted,473,,,2024-09-19 00:09:03.582776+00,,
93,DO1DhOd0kwIHrgb,3,3,Paraphrased,474,,,2024-09-19 00:09:10.917976+00,,
94,gKMqFz1xmDEbCM8,3,3,Post Hoc,458,,,2024-09-19 00:09:15.394576+00,,
95,6BBinbmBretqjJt,2,3,Entailed,458,,,2024-09-19 00:09:17.608761+00,,
96,DO1DhOd0kwIHrgb,3,3,Post Hoc,475,,,2024-09-19 00:09:17.831971+00,,
97,fSHVkyHSnBk9wvF,1,1,Snippet,452,,,2024-09-19 00:09:22.685292+00,,
98,6BBinbmBretqjJt,3,3,Gemini,462,,,2024-09-19 00:09:25.151983+00,,
99,DO1DhOd0kwIHrgb,3,3,Abstractive,476,,,2024-09-19 00:09:26.138125+00,,
100,gKMqFz1xmDEbCM8,3,3,Gemini,460,,,2024-09-19 00:09:28.057684+00,,
101,DO1DhOd0kwIHrgb,3,3,Gemini,477,,,2024-09-19 00:09:36.950587+00,,
102,gKMqFz1xmDEbCM8,3,3,Entailed,460,,,2024-09-19 00:09:39.194942+00,,
103,fSHVkyHSnBk9wvF,3,3,Quoted,455,,,2024-09-19 00:09:40.7522+00,,
104,6BBinbmBretqjJt,2,1,Quoted,463,,,2024-09-19 00:09:46.037175+00,,
105,JnWOZNB21QHPObQ,3,2,Quoted,456,,,2024-09-19 00:09:46.041495+00,,
106,gKMqFz1xmDEbCM8,3,3,Paraphrased,461,,,2024-09-19 00:09:46.581987+00,,
107,gKMqFz1xmDEbCM8,3,3,Gemini,461,,,2024-09-19 00:09:52.536358+00,,
108,gKMqFz1xmDEbCM8,3,2,Quoted,462,,,2024-09-19 00:09:58.484126+00,,
109,fSHVkyHSnBk9wvF,3,3,Entailed,456,,,2024-09-19 00:10:03.566766+00,,
110,gKMqFz1xmDEbCM8,3,3,Entailed,463,,,2024-09-19 00:10:08.979311+00,,
111,gKMqFz1xmDEbCM8,3,1,Snippet,462,,,2024-09-19 00:10:14.723653+00,,
112,gKMqFz1xmDEbCM8,3,3,Abstractive,464,,,2024-09-19 00:10:16.630001+00,,
113,6BBinbmBretqjJt,3,3,Entailed,464,,,2024-09-19 00:10:17.389393+00,,
114,fSHVkyHSnBk9wvF,3,3,Gemini,457,,,2024-09-19 00:10:19.959159+00,,
115,6BBinbmBretqjJt,2,2,Quoted,465,,,2024-09-19 00:10:28.128908+00,,
116,gKMqFz1xmDEbCM8,3,3,Post Hoc,463,,,2024-09-19 00:10:31.679439+00,,
117,DO1DhOd0kwIHrgb,3,3,Gemini,478,,,2024-09-19 00:10:33.605475+00,,
118,fSHVkyHSnBk9wvF,3,2,Abstractive,458,,,2024-09-19 00:10:41.675028+00,,
119,DO1DhOd0kwIHrgb,3,3,Paraphrased,479,,,2024-09-19 00:10:44.253072+00,,
120,6BBinbmBretqjJt,3,3,Abstractive,466,,,2024-09-19 00:10:47.253767+00,,
121,gKMqFz1xmDEbCM8,3,3,Snippet,466,,,2024-09-19 00:10:49.753469+00,,
122,gKMqFz1xmDEbCM8,3,3,Quoted,464,,,2024-09-19 00:10:49.767028+00,,
123,fSHVkyHSnBk9wvF,3,3,Paraphrased,460,,,2024-09-19 00:10:57.694387+00,,
124,DO1DhOd0kwIHrgb,2,1,Snippet,480,,,2024-09-19 00:11:00.298404+00,,
125,6BBinbmBretqjJt,1,2,Snippet,467,,,2024-09-19 00:11:01.422702+00,,
126,gKMqFz1xmDEbCM8,3,3,Abstractive,465,,,2024-09-19 00:11:07.535508+00,,
127,DO1DhOd0kwIHrgb,3,3,Entailed,481,,,2024-09-19 00:11:08.612855+00,,
128,DO1DhOd0kwIHrgb,3,3,Quoted,482,,,2024-09-19 00:11:17.207139+00,,
129,6BBinbmBretqjJt,3,3,Gemini,468,,,2024-09-19 00:11:20.488454+00,,
130,DO1DhOd0kwIHrgb,3,3,Abstractive,483,,,2024-09-19 00:11:23.076786+00,,
131,gKMqFz1xmDEbCM8,3,3,Paraphrased,468,,,2024-09-19 00:11:25.586408+00,,
132,DO1DhOd0kwIHrgb,3,3,Post Hoc,484,,,2024-09-19 00:11:29.03369+00,,
133,6BBinbmBretqjJt,3,3,Post Hoc,469,,,2024-09-19 00:11:30.508419+00,,
134,fSHVkyHSnBk9wvF,3,3,Entailed,457,,,2024-09-19 00:11:33.997501+00,,
135,gKMqFz1xmDEbCM8,3,3,Gemini,466,,,2024-09-19 00:11:37.027768+00,,
136,6BBinbmBretqjJt,3,3,Paraphrased,470,,,2024-09-19 00:11:37.39801+00,,
137,6gbJojnMbJMuo9Z,2,2,Snippet,455,,,2024-09-19 00:11:43.539163+00,,
138,gKMqFz1xmDEbCM8,3,3,Post Hoc,467,,,2024-09-19 00:11:49.83055+00,,
139,DO1DhOd0kwIHrgb,1,1,Snippet,485,,,2024-09-19 00:11:54.322068+00,,
140,fSHVkyHSnBk9wvF,3,1,Snippet,460,,,2024-09-19 00:11:58.525986+00,,
141,gKMqFz1xmDEbCM8,3,3,Abstractive,468,,,2024-09-19 00:12:00.100088+00,,
142,6gbJojnMbJMuo9Z,3,3,Abstractive,457,,,2024-09-19 00:12:01.158887+00,,
143,DO1DhOd0kwIHrgb,3,3,Quoted,486,,,2024-09-19 00:12:02.167752+00,,
144,DO1DhOd0kwIHrgb,3,3,Paraphrased,487,,,2024-09-19 00:12:06.787672+00,,
145,DO1DhOd0kwIHrgb,3,3,Abstractive,488,,,2024-09-19 00:12:14.839434+00,,
146,DO1DhOd0kwIHrgb,3,3,Gemini,489,,,2024-09-19 00:12:21.791688+00,,
147,6gbJojnMbJMuo9Z,3,1,Paraphrased,462,,,2024-09-19 00:12:22.219027+00,,
148,JnWOZNB21QHPObQ,3,3,Paraphrased,464,,,2024-09-19 00:12:23.879799+00,,
149,6BBinbmBretqjJt,2,1,Quoted,471,,,2024-09-19 00:12:25.920616+00,,
150,DO1DhOd0kwIHrgb,3,3,Entailed,490,,,2024-09-19 00:12:27.603825+00,,
151,fSHVkyHSnBk9wvF,3,3,Quoted,461,,,2024-09-19 00:12:29.23618+00,,
152,JnWOZNB21QHPObQ,3,3,Gemini,467,,,2024-09-19 00:12:30.093628+00,,
153,gKMqFz1xmDEbCM8,3,1,Quoted,469,,,2024-09-19 00:12:37.445296+00,,
154,JnWOZNB21QHPObQ,3,3,Post Hoc,468,,,2024-09-19 00:12:38.049072+00,,
155,DO1DhOd0kwIHrgb,3,3,Post Hoc,491,,,2024-09-19 00:12:38.197693+00,,
156,6BBinbmBretqjJt,2,2,Abstractive,472,,,2024-09-19 00:12:40.059165+00,,
157,6gbJojnMbJMuo9Z,3,3,Gemini,463,,,2024-09-19 00:12:42.798375+00,,
158,gKMqFz1xmDEbCM8,3,3,Entailed,470,,,2024-09-19 00:12:44.373737+00,,
159,fSHVkyHSnBk9wvF,3,3,Post Hoc,462,,,2024-09-19 00:12:45.573562+00,,
160,JnWOZNB21QHPObQ,3,1,Snippet,469,,,2024-09-19 00:12:50.232509+00,,
161,fSHVkyHSnBk9wvF,3,3,Abstractive,463,,,2024-09-19 00:12:54.530219+00,,
162,JnWOZNB21QHPObQ,3,3,Quoted,470,,,2024-09-19 00:12:55.996987+00,,
163,6BBinbmBretqjJt,2,2,Entailed,473,,,2024-09-19 00:12:56.562261+00,,
164,6gbJojnMbJMuo9Z,3,3,Entailed,465,,,2024-09-19 00:12:57.383897+00,,
165,gKMqFz1xmDEbCM8,3,3,Paraphrased,471,,,2024-09-19 00:13:00.965349+00,,
166,DO1DhOd0kwIHrgb,3,3,Post Hoc,492,,,2024-09-19 00:13:02.291938+00,,
167,JnWOZNB21QHPObQ,3,3,Entailed,471,,,2024-09-19 00:13:03.376607+00,,
168,JnWOZNB21QHPObQ,3,3,Abstractive,473,,,2024-09-19 00:13:10.366635+00,,
169,fSHVkyHSnBk9wvF,3,3,Gemini,464,,,2024-09-19 00:13:13.643036+00,,
170,6BBinbmBretqjJt,3,3,Post Hoc,474,,,2024-09-19 00:13:13.696037+00,,
171,6gbJojnMbJMuo9Z,3,3,Post Hoc,466,,,2024-09-19 00:13:14.051058+00,,
172,gKMqFz1xmDEbCM8,3,3,Gemini,471,,,2024-09-19 00:13:15.408728+00,,
173,DO1DhOd0kwIHrgb,2,1,Snippet,493,,,2024-09-19 00:13:16.981065+00,,
174,fSHVkyHSnBk9wvF,3,3,Paraphrased,465,,,2024-09-19 00:13:19.9336+00,,
175,6BBinbmBretqjJt,3,2,Gemini,475,,,2024-09-19 00:13:26.974345+00,,
176,DO1DhOd0kwIHrgb,3,2,Paraphrased,494,,,2024-09-19 00:13:29.206585+00,,
177,6gbJojnMbJMuo9Z,3,2,Quoted,467,,,2024-09-19 00:13:29.504518+00,,
178,gKMqFz1xmDEbCM8,3,3,Paraphrased,472,,,2024-09-19 00:13:34.049166+00,,
179,JnWOZNB21QHPObQ,3,3,Gemini,472,,,2024-09-19 00:13:36.413843+00,,
180,DO1DhOd0kwIHrgb,3,1,Quoted,495,,,2024-09-19 00:13:40.079241+00,,
181,JnWOZNB21QHPObQ,3,3,Entailed,474,,,2024-09-19 00:13:40.864258+00,,
182,6BBinbmBretqjJt,3,3,Paraphrased,476,,,2024-09-19 00:13:43.689384+00,,
183,DO1DhOd0kwIHrgb,3,3,Abstractive,496,,,2024-09-19 00:13:45.57976+00,,
184,JnWOZNB21QHPObQ,3,3,Paraphrased,475,,,2024-09-19 00:13:46.181163+00,,
185,gKMqFz1xmDEbCM8,3,3,Post Hoc,473,,,2024-09-19 00:13:52.091632+00,,
186,JnWOZNB21QHPObQ,3,3,Post Hoc,476,,,2024-09-19 00:13:52.839595+00,,
187,DO1DhOd0kwIHrgb,3,3,Gemini,497,,,2024-09-19 00:13:53.753577+00,,
188,DO1DhOd0kwIHrgb,3,3,Entailed,498,,,2024-09-19 00:13:59.734088+00,,
189,JnWOZNB21QHPObQ,3,3,Quoted,477,,,2024-09-19 00:14:03.327604+00,,
190,gKMqFz1xmDEbCM8,3,3,Abstractive,474,,,2024-09-19 00:14:04.617753+00,,
191,6BBinbmBretqjJt,1,1,Snippet,477,,,2024-09-19 00:14:04.69428+00,,
192,fSHVkyHSnBk9wvF,3,3,Abstractive,461,,,2024-09-19 00:14:08.040463+00,,
193,gKMqFz1xmDEbCM8,3,3,Snippet,472,,,2024-09-19 00:14:08.148486+00,,
194,JnWOZNB21QHPObQ,3,3,Abstractive,479,,,2024-09-19 00:14:08.5831+00,,
195,gKMqFz1xmDEbCM8,3,3,Entailed,475,,,2024-09-19 00:14:17.214148+00,,
196,JnWOZNB21QHPObQ,3,1,Snippet,481,,,2024-09-19 00:14:18.841472+00,,
197,fSHVkyHSnBk9wvF,3,3,Paraphrased,463,,,2024-09-19 00:14:30.716793+00,,
198,gKMqFz1xmDEbCM8,3,3,Quoted,476,,,2024-09-19 00:14:31.169643+00,,
199,DO1DhOd0kwIHrgb,3,3,Post Hoc,499,,,2024-09-19 00:14:33.258217+00,,
200,fSHVkyHSnBk9wvF,3,3,Gemini,465,,,2024-09-19 00:14:43.136856+00,,
201,JnWOZNB21QHPObQ,3,3,Entailed,480,,,2024-09-19 00:14:45.714732+00,,
202,DO1DhOd0kwIHrgb,2,1,Snippet,500,,,2024-09-19 00:14:45.751372+00,,
203,6BBinbmBretqjJt,3,3,Entailed,479,,,2024-09-19 00:14:49.241266+00,,
204,JnWOZNB21QHPObQ,3,3,Paraphrased,482,,,2024-09-19 00:14:52.023543+00,,
205,JDbKqDU0kVcpzSa,3,3,Entailed,468,,,2024-09-19 00:14:54.654403+00,,
206,6BBinbmBretqjJt,3,3,Abstractive,480,,,2024-09-19 00:14:58.434068+00,,
207,JnWOZNB21QHPObQ,3,3,Gemini,483,,,2024-09-19 00:15:00.544312+00,,
208,gKMqFz1xmDEbCM8,3,2,Snippet,479,,,2024-09-19 00:15:00.899823+00,,
209,JnWOZNB21QHPObQ,3,3,Abstractive,484,,,2024-09-19 00:15:05.907507+00,,
210,JDbKqDU0kVcpzSa,3,3,Paraphrased,469,,,2024-09-19 00:15:07.42635+00,,
211,DO1DhOd0kwIHrgb,3,1,Paraphrased,501,,,2024-09-19 00:15:08.26883+00,,
212,6gbJojnMbJMuo9Z,3,3,Entailed,469,,,2024-09-19 00:15:12.864179+00,,
213,DO1DhOd0kwIHrgb,3,1,Quoted,502,,,2024-09-19 00:15:16.416957+00,,
214,6BBinbmBretqjJt,3,3,Gemini,481,,,2024-09-19 00:15:16.989919+00,,
215,JDbKqDU0kVcpzSa,3,3,Gemini,470,,,2024-09-19 00:15:18.014741+00,,
216,JnWOZNB21QHPObQ,3,3,Quoted,485,,,2024-09-19 00:15:18.296986+00,,
217,JnWOZNB21QHPObQ,3,3,Post Hoc,486,,,2024-09-19 00:15:25.746562+00,,
218,DO1DhOd0kwIHrgb,3,3,Entailed,503,,,2024-09-19 00:15:25.749214+00,,
219,JDbKqDU0kVcpzSa,3,3,Abstractive,471,,,2024-09-19 00:15:27.164153+00,,
220,6gbJojnMbJMuo9Z,1,1,Snippet,470,,,2024-09-19 00:15:29.073458+00,,
221,JnWOZNB21QHPObQ,3,2,Snippet,487,,,2024-09-19 00:15:34.075904+00,,
222,fSHVkyHSnBk9wvF,3,3,Quoted,466,,,2024-09-19 00:15:35.548084+00,,
223,JDbKqDU0kVcpzSa,3,3,Quoted,472,,,2024-09-19 00:15:37.141524+00,,
224,DO1DhOd0kwIHrgb,3,3,Gemini,504,,,2024-09-19 00:15:37.209753+00,,
225,6BBinbmBretqjJt,2,2,Snippet,482,,,2024-09-19 00:15:39.167704+00,,
226,6gbJojnMbJMuo9Z,3,3,Post Hoc,471,,,2024-09-19 00:15:42.702929+00,,
227,DO1DhOd0kwIHrgb,3,3,Abstractive,505,,,2024-09-19 00:15:46.821464+00,,
228,6BBinbmBretqjJt,3,3,Paraphrased,483,,,2024-09-19 00:15:53.986755+00,,
229,fSHVkyHSnBk9wvF,3,3,Entailed,467,,,2024-09-19 00:15:56.615883+00,,
230,6gbJojnMbJMuo9Z,3,3,Gemini,473,,,2024-09-19 00:15:56.758471+00,,
231,fSHVkyHSnBk9wvF,3,3,Abstractive,469,,,2024-09-19 00:16:01.803459+00,,
232,JDbKqDU0kVcpzSa,3,1,Snippet,473,,,2024-09-19 00:16:05.439552+00,,
233,JnWOZNB21QHPObQ,3,1,Snippet,488,,,2024-09-19 00:16:08.813954+00,,
234,fSHVkyHSnBk9wvF,3,1,Snippet,468,,,2024-09-19 00:16:09.186551+00,,
235,6gbJojnMbJMuo9Z,3,3,Quoted,474,,,2024-09-19 00:16:09.655898+00,,
236,JDbKqDU0kVcpzSa,3,3,Post Hoc,477,,,2024-09-19 00:16:14.391677+00,,
237,JnWOZNB21QHPObQ,3,3,Gemini,490,,,2024-09-19 00:16:17.113493+00,,
238,DO1DhOd0kwIHrgb,3,3,Entailed,506,,,2024-09-19 00:16:19.217644+00,,
239,DO1DhOd0kwIHrgb,3,3,Paraphrased,507,,,2024-09-19 00:16:24.153192+00,,
240,6gbJojnMbJMuo9Z,3,3,Abstractive,475,,,2024-09-19 00:16:24.69258+00,,
241,6BBinbmBretqjJt,3,2,Quoted,484,,,2024-09-19 00:16:25.009225+00,,
242,JnWOZNB21QHPObQ,3,3,Paraphrased,491,,,2024-09-19 00:16:25.334592+00,,
243,DO1DhOd0kwIHrgb,3,3,Abstractive,508,,,2024-09-19 00:16:29.384568+00,,
244,JnWOZNB21QHPObQ,3,3,Abstractive,492,,,2024-09-19 00:16:31.933815+00,,
245,fSHVkyHSnBk9wvF,3,3,Post Hoc,470,,,2024-09-19 00:16:32.691811+00,,
246,6BBinbmBretqjJt,3,3,Post Hoc,485,,,2024-09-19 00:16:36.320806+00,,
247,gKMqFz1xmDEbCM8,3,3,Abstractive,477,,,2024-09-19 00:16:38.504587+00,,
248,6gbJojnMbJMuo9Z,3,3,Paraphrased,477,,,2024-09-19 00:16:38.928789+00,,
249,DO1DhOd0kwIHrgb,2,1,Snippet,509,,,2024-09-19 00:16:39.408914+00,,
250,JnWOZNB21QHPObQ,3,2,Quoted,493,,,2024-09-19 00:16:44.28827+00,,
251,DO1DhOd0kwIHrgb,3,3,Gemini,510,,,2024-09-19 00:16:45.887415+00,,
252,JDbKqDU0kVcpzSa,-1,-1,Snippet,474,,,2024-09-19 00:16:47.869353+00,,
253,JnWOZNB21QHPObQ,3,3,Post Hoc,494,,,2024-09-19 00:16:50.8957+00,,
254,DO1DhOd0kwIHrgb,3,3,Post Hoc,512,,,2024-09-19 00:16:53.196821+00,,
255,gKMqFz1xmDEbCM8,3,3,Paraphrased,480,,,2024-09-19 00:16:54.755358+00,,
256,JDbKqDU0kVcpzSa,3,3,Quoted,475,,,2024-09-19 00:16:56.154159+00,,
257,fSHVkyHSnBk9wvF,3,3,Post Hoc,472,,,2024-09-19 00:16:59.052259+00,,
258,DO1DhOd0kwIHrgb,3,2,Quoted,513,,,2024-09-19 00:17:02.141179+00,,
259,JDbKqDU0kVcpzSa,3,3,Gemini,476,,,2024-09-19 00:17:05.809434+00,,
260,JnWOZNB21QHPObQ,3,3,Entailed,495,,,2024-09-19 00:17:10.45996+00,,
261,gKMqFz1xmDEbCM8,3,3,Quoted,481,,,2024-09-19 00:17:14.954517+00,,
262,JDbKqDU0kVcpzSa,3,3,Post Hoc,479,,,2024-09-19 00:17:17.74271+00,,
263,6BBinbmBretqjJt,3,3,Entailed,486,,,2024-09-19 00:17:24.899214+00,,
264,DO1DhOd0kwIHrgb,3,3,Gemini,511,,,2024-09-19 00:17:27.043166+00,,
265,JDbKqDU0kVcpzSa,3,3,Paraphrased,481,,,2024-09-19 00:17:29.757409+00,,
266,JnWOZNB21QHPObQ,3,3,Entailed,496,,,2024-09-19 00:17:31.867311+00,,
267,DO1DhOd0kwIHrgb,3,3,Abstractive,514,,,2024-09-19 00:17:33.123324+00,,
268,gKMqFz1xmDEbCM8,3,3,Entailed,482,,,2024-09-19 00:17:33.198642+00,,
269,fSHVkyHSnBk9wvF,3,1,Snippet,476,,,2024-09-19 00:17:34.668589+00,,
270,fSHVkyHSnBk9wvF,3,3,Paraphrased,473,,,2024-09-19 00:17:36.086121+00,,
271,JDbKqDU0kVcpzSa,3,3,Abstractive,482,,,2024-09-19 00:17:38.056525+00,,
272,6BBinbmBretqjJt,3,2,Quoted,487,,,2024-09-19 00:17:39.034944+00,,
273,DO1DhOd0kwIHrgb,3,2,Entailed,515,,,2024-09-19 00:17:43.782141+00,,
274,JnWOZNB21QHPObQ,3,3,Paraphrased,497,,,2024-09-19 00:17:44.712421+00,,
275,gKMqFz1xmDEbCM8,3,3,Post Hoc,483,,,2024-09-19 00:17:46.660367+00,,
276,fSHVkyHSnBk9wvF,3,3,Gemini,474,,,2024-09-19 00:17:50.189955+00,,
277,fSHVkyHSnBk9wvF,-1,-1,Snippet,475,,,2024-09-19 00:17:50.46265+00,,
278,6BBinbmBretqjJt,3,3,Gemini,488,,,2024-09-19 00:17:51.074578+00,,
